data,total_geral,total_assistencia,total_lojas,total_a_vista,total_boleto,total_comercial,qtd_notas,extra_carajas
2026-04-29,212084.64,4949.0,32884.0,10552.69,169247.94999999998,179200.63999999998,33,0.0
